id,class,relevant_words
4969,lgbtphobia,"[""bixa"", ""coloquei""]"
4970,aporophobia,"[""pobre!"", ""raiva""]"
4977,political,"[""esquerda"", ""munição""]"
4979,misogyny,"[""meninas,"", ""bonito""]"
4980,misogyny,"[""cozinhar,"", ""Bernardo""]"
5023,political,"[""PETRALHAS.!"", ""CANALHAS.,""]"
5028,misogyny,"[""feminazi"", ""boquinha""]"
5028,political,"[""feminazi"", ""boquinha""]"
5029,political,"[""atenapetista"", ""incapaz""]"
5038,misogyny,"[""vagabunda"", ""brava""]"
5040,xenophobia,"[""imigrantes"", ""imigrantes.""]"
5044,body_shame,"[""feia"", ""gorda""]"
5044,misogyny,"[""gorda"", ""feia""]"
5051,misogyny,"[""mulher"", ""#MulherDeVerdade""]"
5054,political,"[""esquerdopatas\"""", ""Presidente""]"
5076,misogyny,"[""#MulherDeVerdade"", ""informada,""]"
5086,xenophobia,"[""REFUGIADOS"", ""EUROPEU""]"
5094,body_shame,"[""APROVEITOU"", ""PESO""]"
5094,misogyny,"[""MOÇA"", ""APROVEITOU""]"
5096,misogyny,"[""queimem"", ""cultura""]"
5096,racism,"[""negras,"", ""branca""]"
5100,capacitism,"[""analfabeto"", ""funcional""]"
5100,political,"[""analfabeto"", ""funcional""]"
5102,xenophobia,"[""RJ"", ""#STFVergonhaNascional""]"
5115,political,"[""esquerda."", ""vê""]"
5124,political,"[""corrupto,"", ""defendendo""]"
5151,racism,"[""EUA"", ""entrar""]"
5151,xenophobia,"[""vão"", ""EUA""]"
5152,misogyny,"[""puta"", ""apanhar""]"
5153,religious_intolerance,"[""chega"", ""política.""]"
5167,political,[]
5170,lgbtphobia,"[""viado"", ""conto""]"
5198,lgbtphobia,"[""gay..."", ""Bela""]"
5209,political,"[""Lulaladrao."", ""cadeia""]"
5227,body_shame,"[""feia"", ""gorda""]"
5227,misogyny,"[""porca"", ""gorda""]"
5231,political,"[""forças"", ""Cadê""]"
5256,lgbtphobia,"[""sapatão"", ""Iiiih""]"
5256,misogyny,"[""sapatão"", ""Iiiih""]"
5267,misogyny,"[""merda"", ""falar""]"
5267,religious_intolerance,"[""falar"", ""merda""]"
5283,misogyny,"[""cadela!"", ""canil""]"
5290,political,[]
5296,political,"[""presidente."", ""esquerda""]"
5305,body_shame,"[""MTfeia,"", ""gorda""]"
5305,misogyny,"[""gorda"", ""feia""]"
5309,racism,"[""Baiano"", ""amam""]"
5309,xenophobia,"[""Baiano"", ""amam""]"
5320,misogyny,"[""homem"", ""burca""]"
5349,body_shame,"[""achando!""]"
5379,lgbtphobia,"[""fufas"", ""adoro""]"
5379,misogyny,"[""fufas"", ""adoro""]"
5381,lgbtphobia,"[""sapatão"", ""homem""]"
5381,misogyny,"[""sapatão"", ""homem""]"
5394,misogyny,"[""mulher...deixe"", ""putaria""]"
5443,ageism,"[""senhora"", ""sinto""]"
5459,xenophobia,"[""refugiados"", ""nao""]"
5462,religious_intolerance,"[""demônio"", ""pastor""]"
5467,aporophobia,"[""flaxflu"", ""copa""]"
5476,political,"[""defende"", ""arrebentar""]"
5489,lgbtphobia,"[""fresco"", ""mulher""]"
5489,misogyny,"[""mulher"", ""@homemdeverdade""]"
5496,lgbtphobia,"[""viadinho"", ""férias""]"
5522,political,"[""bolsonaro"", ""desespero""]"
5535,misogyny,"[""vá""]"
5540,misogyny,"[""@homemdeverdade,"", ""pós""]"
5568,aporophobia,"[""pobre"", ""escola""]"
5585,political,"[""Brasil!"", ""Lula""]"
5593,xenophobia,"[""refugiados"", ""iam""]"
5594,misogyny,"[""Pinto"", ""brasileiras""]"
5594,racism,"[""mexicanos"", ""pés""]"
5594,xenophobia,"[""mexicanos"", ""pés""]"
5600,xenophobia,"[""mineiro.""]"
5602,lgbtphobia,"[""sapatão"", ""super""]"
5602,misogyny,"[""sapatão"", ""super""]"
5613,misogyny,"[""MULHER"", ""HOMEM""]"
5613,political,"[""FEMINISTO:"", ""DEFENDE""]"
5635,ageism,"[""broxa."", ""lula""]"
5635,capacitism,"[""broxa."", ""lula""]"
5635,political,"[""lula"", ""broxa.""]"
5664,xenophobia,"[""refugiados"", ""queremos""]"
5666,xenophobia,"[""paulista"", ""tempo?""]"
5695,body_shame,"[""tivessem"", ""iriam""]"
5695,religious_intolerance,"[""falar"", ""tivessem""]"
5707,lgbtphobia,"[""viado!!!!!!vtnc"", ""kkkkkkkkkkkkkkkkkkk""]"
5711,misogyny,"[""ex"", ""acham""]"
5718,political,"[""mst!"", ""bandido""]"
5728,political,"[""#GoTrump"", ""comunicação""]"
5736,ageism,"[""médico"", ""má""]"
5780,aporophobia,"[""pobres"", ""lascar""]"
5780,political,"[""pobres"", ""lascar""]"
5787,misogyny,"[""vagas"", ""seguidas""]"
5801,body_shame,"[""gorda"", ""feia.""]"
5808,misogyny,"[""abortistas..."", ""fora""]"
5824,misogyny,"[""homens"", ""machistas""]"
5838,lgbtphobia,"[""sapatao"", ""run""]"
5838,misogyny,"[""sapatao"", ""run""]"
5840,misogyny,"[""mulher"", ""burra""]"
5843,racism,"[""preto"", ""vitimiza""]"
5845,political,"[""#ptcorrupto"", ""falarem""]"
5926,racism,"[""baiano"", ""vc""]"
5932,misogyny,"[""piranha"", ""mamar""]"
5943,misogyny,"[""putinha"", ""goza""]"
5948,misogyny,"[""mulher"", ""burra,""]"
5949,political,"[""esquerdopatas."", ""Recado""]"
5951,aporophobia,"[""terras"", ""ignorante""]"
5951,political,"[""bolsonaro"", ""terras""]"
5958,misogyny,[]
5960,misogyny,"[""preto"", ""fuder""]"
5960,racism,"[""preto"", ""fuder""]"
5961,body_shame,"[""gorda"", ""feia""]"
5961,misogyny,"[""gorda"", ""feia""]"
5971,political,"[""regime"", ""militar""]"
5975,misogyny,"[""deputado"", ""mulheres.""]"
6000,political,"[""Brasil,"", ""PT""]"
6009,lgbtphobia,"[""fufas"", ""opa,""]"
6009,misogyny,"[""fufas"", ""opa,""]"
6016,xenophobia,"[""sp"", ""fila""]"
6036,misogyny,"[""putinha"", ""metendo""]"
6043,political,"[""ustra."", ""vento.""]"
6052,misogyny,"[""burra"", ""mulher""]"
6056,political,"[""cadeia"", ""petezada""]"
6059,lgbtphobia,"[""gênero"", ""grau""]"
6059,misogyny,"[""gênero"", ""grau""]"
6067,political,"[""#BolsonaroNeles"", ""esquerda""]"
6069,racism,"[""Angola"", ""piedade!""]"
6069,xenophobia,"[""Angola"", ""piedade!""]"
6070,political,"[""conhecimento,"", ""comunismo""]"
6076,misogyny,"[""mulher"", ""burra""]"
6078,political,"[""comunistas"", ""demônio""]"
6086,lgbtphobia,"[""homem"", ""verdade""]"
6086,misogyny,"[""homem"", ""verdade""]"
6103,misogyny,"[""ex"", ""tchau""]"
6105,lgbtphobia,"[""#SerMulherÉ"", ""mulher""]"
6105,misogyny,"[""#SerMulherÉ"", ""mulher""]"
6106,political,"[""esquerda."", ""total.""]"
6120,lgbtphobia,"[""sapatao"", ""virar""]"
6121,lgbtphobia,"[""bixa"", ""cabuloso""]"
6126,racism,"[""🤣🤣"", ""pretinha""]"
6128,political,"[""presidente"", ""partido,""]"
6148,misogyny,"[""mulheres"", ""complexo?""]"
6150,lgbtphobia,"[""vôlei"", ""mulher""]"
6150,misogyny,"[""mulher"", ""vôlei""]"
6158,misogyny,"[""vagabunda""]"
6169,xenophobia,"[""refugiados."", ""terrorista""]"
6174,xenophobia,"[""carioca"", ""paulista""]"
6181,xenophobia,"[""gringo"", ""br""]"
6215,misogyny,"[""NAMORADA"", ""doendo""]"
6219,lgbtphobia,"[""NEGÃO"", ""Apoio:""]"
6219,racism,"[""NEGÃO"", ""Apoio:""]"
6225,lgbtphobia,"[""boiola"", ""gato""]"
6244,body_shame,"[""peida"", ""nero""]"
6256,xenophobia,"[""perguntam"", ""pretinha""]"
6262,lgbtphobia,"[""viadinho"", ""bate""]"
6271,lgbtphobia,"[""bixa"", ""kkkkkkkkkkkkkkkkkkk""]"
6281,lgbtphobia,"[""fufas"", ""falsas""]"
6281,misogyny,"[""fufas"", ""falsas""]"
6287,misogyny,"[""mulher"", ""burra""]"
6298,misogyny,"[""deixa""]"
6300,political,"[""Brasil"", ""Luladrão""]"
6325,misogyny,"[""MULHER"", ""#JOAQUINRESPONDE""]"
6334,racism,"[""nega"", ""insuportável""]"
6335,political,"[""bolsonaro"", ""fascista""]"
6362,lgbtphobia,"[""fufas,"", ""somos""]"
6362,misogyny,"[""fufas,"", ""somos""]"
6388,xenophobia,"[""argentino"", ""fdp""]"
6399,xenophobia,"[""#NaoAceitamosRefugiados"", ""refugiados""]"
6429,misogyny,"[""mulher"", ""burra.""]"
6450,body_shame,"[""cavalo"", ""querido""]"
6453,political,"[""Luladrão"", ""Louco!""]"
6461,body_shame,"[""gorda"", ""feia""]"
6461,misogyny,"[""gorda"", ""feia""]"
6469,lgbtphobia,"[""du"", ""p茫o""]"
6481,misogyny,"[""feia"", ""anda""]"
6531,misogyny,"[""tetas"", ""machismo""]"
6538,misogyny,"[""putinha"", ""aguenta""]"
6541,lgbtphobia,"[""gays"", ""fufas""]"
6541,misogyny,"[""fufas"", ""anda""]"
6581,political,"[""partido"", ""PSL""]"
6586,misogyny,"[""merda"", ""odeio""]"
6598,political,"[""esquerdalha"", ""precisa""]"
6599,racism,"[""preto"", ""teu""]"
6603,lgbtphobia,"[""sapatão"", ""viado""]"
6603,misogyny,"[""sapatão"", ""Hum,""]"
6606,lgbtphobia,"[""sapatão:"", ""sapatão""]"
6633,body_shame,"[""pessoalmente"", ""bonita""]"
6633,misogyny,"[""mulher"", ""pessoalmente""]"
6635,lgbtphobia,"[""fufas"", ""wtf""]"
6635,misogyny,"[""fufas"", ""wtf""]"
6645,misogyny,"[""putinha"", ""metendo""]"
6668,misogyny,"[""caldo"", ""comeria""]"
6673,lgbtphobia,"[""gay"", ""homem""]"
6687,political,"[""Comunistas"", ""Pobre""]"
6699,misogyny,"[""puta"", ""dessa""]"
6718,lgbtphobia,"[""adquira"", "".Acesse""]"
6718,misogyny,"[""adquira"", "".Acesse""]"
6744,misogyny,"[""feminismo\"""", ""textão""]"
6744,political,"[""faça"", ""textão""]"
6759,xenophobia,"[""sulista"", ""infinitamente""]"
6767,political,"[""movido"", ""resolução,""]"
6793,misogyny,"[""puta"", ""cê""]"
6815,racism,"[""racista"", ""falei""]"
6816,racism,"[""negro"", ""vamo""]"
6826,misogyny,"[""vagabunda"", ""mo""]"
6840,aporophobia,"[""pobre"", ""comprar""]"
6843,racism,"[""macaco"", ""morra""]"
6845,racism,"[""negros"", ""contra""]"
6847,political,"[""bolsonaro"", ""demônio""]"
6857,misogyny,"[""mulher"", ""atrás""]"
6862,xenophobia,"[""ocidente"", ""árabe""]"
6882,misogyny,"[""mulher"", ""#MulherDeVerdade""]"
6889,misogyny,"[""gorda\"""", ""tweet""]"
6921,misogyny,"[""Vaca""]"
6930,misogyny,"[""putinha"", ""pqppp""]"
6936,body_shame,"[""saberia"", ""espelho""]"
6939,political,[]
6965,body_shame,"[""feia,"", ""gorda,""]"
6965,misogyny,"[""gorda,"", ""feia,""]"
6984,political,"[""BRASILEIRO"", ""ENGANA""]"
6995,misogyny,"[""Burra"", ""mulher""]"
6996,misogyny,"[""tweet"", ""esgotou""]"
7005,misogyny,"[""mulher,"", ""loucura""]"
7015,xenophobia,"[""refugiados"", ""opção\""""]"
7026,misogyny,"[""namorada"", ""janela!""]"
7032,political,"[""esquerdista"", ""projeto""]"
7039,misogyny,"[""vaca"", ""Horrorosa""]"
7040,misogyny,"[""sulistas"", ""gata""]"
7040,xenophobia,"[""sulistas"", ""gata""]"
7053,misogyny,"[""aguenta"", ""apanha,""]"
7066,misogyny,"[""ent茫o"", ""agora""]"
7077,lgbtphobia,"[""gostar"", ""macho""]"
7087,political,"[""Esquerdista.""]"
7091,misogyny,"[""Vagabunda""]"
7097,xenophobia,"[""europeu"", ""inverno""]"
7101,misogyny,"[""FEMINISTAS"", ""#JoaquinResponde""]"
7101,political,"[""FEMINISTAS"", ""PAI""]"
7107,ageism,"[""velha"", ""idade""]"
7109,misogyny,"[""puta"", ""sapatao""]"
7110,misogyny,"[""puta"", ""sentimentos""]"
7120,lgbtphobia,"[""viado"", ""chamado""]"
7123,lgbtphobia,"[""sapatão"", ""tanto""]"
7123,misogyny,"[""sapatão"", ""tanto""]"
7126,political,"[""Esquerdista"", ""cadeia.""]"
7137,political,"[""comunistas"", ""verme""]"
7175,misogyny,"[""filha,"", ""feia""]"
7181,political,"[""comunista"", ""partido""]"
7197,lgbtphobia,"[""viado,"", ""homem""]"
7216,lgbtphobia,"[""bixa"", ""agua""]"
7220,xenophobia,"[""vão"", ""gringas,""]"
7222,ageism,"[""velha"", ""montando""]"
7222,body_shame,"[""feia,"", ""montando""]"
7226,lgbtphobia,"[""\""transgênero"", ""#SerMulherÉ""]"
7226,misogyny,"[""#SerMulherÉ"", ""biologicamente""]"
7229,lgbtphobia,"[""gay"", ""moon""]"
7235,misogyny,"[""piranha"", ""amigas""]"
7266,political,"[""lula"", ""bolsonaro.""]"
7285,aporophobia,"[""pais"", ""empresas""]"
7285,political,"[""brasil:"", ""governo""]"
7294,misogyny,"[""mulher"", ""feminista\""""]"
7294,political,"[""feminista\"""", ""quão""]"
7304,body_shame,"[""feia"", ""sal,""]"
7305,misogyny,"[""mulher"", ""burra""]"
7306,political,"[""corrupção"", ""desgoverno""]"
7322,body_shame,"[""feia"", ""gorda""]"
7322,misogyny,"[""gorda"", ""feia""]"
7326,xenophobia,"[""carioca,"", ""nasceu""]"
7343,lgbtphobia,"[""hospital?"", ""tá""]"
7357,political,"[""Brasil"", ""PT""]"
7378,lgbtphobia,"[""sapatão"", ""traveco""]"
7378,misogyny,"[""sapatão"", ""traveco""]"
7379,body_shame,"[""feia"", ""recall""]"
7379,misogyny,"[""feia"", ""recall""]"
7385,xenophobia,"[""coca,"", ""tinta""]"
7393,xenophobia,"[""Contra"", ""perdeu""]"
7394,xenophobia,"[""imigrantes,"", ""refugiados...existem""]"
7409,racism,"[""negro"", ""funcionários""]"
7429,political,"[""Pt"", ""comunismo""]"
7431,racism,"[""racismo........mas"", ""privilégios""]"
7433,political,"[""PT"", ""roubo""]"
7442,ageism,"[""lula"", ""vovó.""]"
7442,political,"[""bolsonaro,"", ""lula""]"
7443,misogyny,"[""menina"", ""feia""]"
7448,body_shame,"[""pêlo"", ""costumam""]"
7467,misogyny,"[""feministas"", ""mulher,""]"
7481,misogyny,"[""Cadelinha""]"
7485,political,"[""bolsonaro"", ""esquerdopatas?""]"
7487,political,"[""imediatamente"", ""faça""]"
7494,political,"[""Lulaladrão"", ""HaddadS""]"
7495,xenophobia,"[""@jpintocoelho60:"", ""\""Welcome""]"
7505,ageism,"[""veia"", ""virando""]"
7510,capacitism,"[""fanho""]"
7521,ageism,"[""velha"", ""mata""]"
7523,political,"[""#lulaladrao""]"
7529,political,"[""governo"", ""esquerdista""]"
7531,political,"[""PT"", ""Maldita,""]"
7535,political,"[""petista"", ""gado""]"
7544,political,"[""soltaram"", ""ex""]"
7561,misogyny,"[""vagabunda""]"
7563,misogyny,"[""cadelas"", ""talento""]"
7565,body_shame,"[""gordo:"", ""GORDO,""]"
7566,misogyny,"[""PORCA""]"
7571,xenophobia,"[""norte"", ""contra""]"
7579,political,"[""luladrão"", ""STF""]"
7590,political,"[""esquerda"", ""pagar""]"
7623,lgbtphobia,"[""sapatao"", ""@beckttx""]"
7623,misogyny,"[""sapatao"", ""@beckttx""]"
7649,racism,"[""negra"", ""vira""]"
7652,misogyny,"[""piranha""]"
7657,xenophobia,"[""carioca"", ""perdeu""]"
7663,lgbtphobia,"[""caçar"", ""rola,""]"
7663,racism,"[""caçar"", ""rola,""]"
7677,xenophobia,"[""Brasília?"", ""malditos...""]"
7701,misogyny,[]
7706,racism,"[""racista"", ""termo""]"
7708,misogyny,"[""menina"", ""defesa""]"
7709,lgbtphobia,"[""viado"", ""escutando""]"
7711,misogyny,"[""feia"", ""gaja""]"
7723,capacitism,"[""quadrilheiros"", ""eleitor""]"
7723,racism,"[""eleitor"", ""cumprir""]"
7747,misogyny,"[""puta"", ""irmão""]"
7771,political,[]
7782,racism,"[""pretinho?""]"
7790,misogyny,"[""caruaru"", ""avenida""]"
7790,racism,"[""caruaru"", ""avenida""]"
7809,political,"[""bolsonaro"", ""governo""]"
7813,xenophobia,"[""ônibus"", ""cheia""]"
7817,lgbtphobia,"[""indenizar"", ""super""]"
7817,political,"[""stf"", ""brasil""]"
7828,body_shame,"[""gorda"", ""feia""]"
7828,misogyny,"[""gorda"", ""feia""]"
7850,political,"[""esquerdalha"", ""lixos""]"
7851,lgbtphobia,"[""Sapatão""]"
7851,misogyny,"[""Sapatão""]"
7862,political,"[""esquerda."", ""gado""]"
7867,political,"[""esquerda:"", ""exceção”!!!""]"
7899,body_shame,"[""feia""]"
7899,misogyny,"[""feia""]"
7919,religious_intolerance,"[""islâmico."", ""monstruosidade,""]"
7919,xenophobia,"[""ocidente,"", ""islâmico.""]"
7921,misogyny,"[""putas"", ""ensino""]"
7937,misogyny,"[""mulher"", ""puta,""]"
7978,body_shame,"[""feia"", ""gorda""]"
7978,misogyny,"[""gorda"", ""feia""]"
7986,racism,"[""branco"", ""desgraçado""]"
8007,xenophobia,"[""nordestino"", ""jeito""]"
8008,religious_intolerance,"[""judeu"", ""gás""]"
8008,xenophobia,"[""gás""]"
8014,political,"[""bolsonaro"", ""esquerda,""]"
8014,xenophobia,"[""dançar,"", ""simplesmente""]"
8023,misogyny,"[""mulher"", ""torcendo""]"
8025,misogyny,"[""sido"", ""deveria""]"
8046,misogyny,"[""putao"", ""putinha""]"
8069,political,"[""FIO,"", ""#PAZ""]"
8069,religious_intolerance,"[""ateu,"", ""FIO,""]"
8089,lgbtphobia,"[""gay"", ""receitas""]"
8091,misogyny,"[""informação"", ""aproveitou""]"
8098,xenophobia,"[""árabe"", ""corre""]"
8122,misogyny,"[""vagabunda"", ""achando""]"
8126,religious_intolerance,"[""cristã,"", ""deus""]"
8144,political,[]
8154,political,"[""congresso"", ""comunista""]"
8166,misogyny,"[""mulher"", ""burra""]"
8191,misogyny,"[""burra"", ""mulher""]"
8216,misogyny,"[""feia,"", ""agr""]"
8230,lgbtphobia,"[""sapatão"", ""ex""]"
8230,misogyny,"[""sapatão"", ""ex""]"
8248,lgbtphobia,"[""mulher"", ""homem""]"
8248,misogyny,"[""mulher"", ""homem""]"
8286,political,"[""ditador"", ""merda.""]"
8291,misogyny,"[""mulher"", ""burra""]"
8295,lgbtphobia,"[""eleger"", ""teremos""]"
8295,political,"[""bolsonaro."", ""eleger""]"
8303,political,"[""brasileiro,"", ""#impeachmentdolulajá""]"
8308,lgbtphobia,"[""sapatao"", ""Mentira,""]"
8308,misogyny,"[""sapatao"", ""Mentira,""]"
8315,misogyny,"[""vaca"", ""Venezuela""]"
8331,lgbtphobia,"[""sapatão"", ""hetero""]"
8334,political,"[""conhecimento"", ""capital""]"
8349,lgbtphobia,"[""traveco"", ""viadoooo""]"
8358,misogyny,"[""vadias"", ""vermelhas!""]"
8364,misogyny,"[""vagabunda"", ""pastor""]"
8366,political,"[""Minions"", ""eternamente""]"
8386,misogyny,"[""mulheres"", ""textão""]"
8386,political,"[""textão"", ""Facebook!""]"
8404,political,"[""engana"", ""famoso""]"
8412,misogyny,"[""mulher"", ""burra""]"
8417,misogyny,"[""merdas"", ""merda""]"
8423,misogyny,"[""homens"", ""iguais,""]"
8424,misogyny,"[""banheiro"", ""mta""]"
8426,political,"[""gado"", ""cê""]"
8434,misogyny,"[""Mulher"", ""churrasco.""]"
8447,misogyny,"[""puta"", ""dessa""]"
8464,lgbtphobia,"[""sapatão"", ""dia""]"
8464,misogyny,"[""sapatão"", ""dia""]"
8487,misogyny,"[""galinha!"", ""😂😂""]"
8502,misogyny,"[""#namoradaputa"", ""sentando""]"
8517,body_shame,"[""feia"", ""tentando""]"
8517,lgbtphobia,"[""gay"", ""dia""]"
8526,political,"[""esquerdista"", ""Bachelet""]"
8529,political,"[""direita"", ""stf""]"
8556,lgbtphobia,"[""viado"", ""comendo""]"
8570,misogyny,"[""feminista?"", ""@editorahumanas""]"
8570,political,"[""feminista?"", ""@editorahumanas""]"
8587,misogyny,"[""moças"", ""similar""]"
8588,xenophobia,"[""baiano"", ""engraçado""]"
8607,misogyny,"[""burra"", ""muie""]"
8614,racism,"[""cultura"", ""sentem""]"
8614,xenophobia,"[""sentem"", ""cultura""]"
8620,xenophobia,"[""África"", ""norte""]"
8627,misogyny,"[""roupa"", ""peça""]"
8633,misogyny,"[""teu"", ""toma""]"
8635,political,"[""ESQUERDOPATA"", ""COMUNISMO""]"
8650,political,"[""esquerda?!..."", ""prender""]"
8672,lgbtphobia,"[""sapatao"", ""casal""]"
8676,political,"[""esquerda""]"
8694,xenophobia,"[""carioca"", ""dramático""]"
8713,misogyny,"[""\""Mulheres"", ""feminazi""]"
8713,political,"[""feminazi"", ""profissão""]"
8718,lgbtphobia,"[""sapatão"", ""camiseta""]"
8718,misogyny,"[""sapatão"", ""namorada""]"
8721,racism,"[""negão."", ""sofrendo""]"
8732,political,"[""Esquerdista"", ""safado!""]"
